,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,tags,replies,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,gif_url,gif_thumb,video_url,video_thumb,is_quote_status,quote_id,quote_url,is_reply_to,has_parent_tweet
180,1069079919609634816,1069079919609634816,1543723490000,2018-12-02,11:04:50,WIB,910875698977423365,aurorabutik17,Aurora Butik,,Mohon cek status no 0000092449821 masih mandiri atau sudah ikut perusahaan ? @BPJSKesehatanRI,[],"[{'id': 910875698977423365, 'id_str': '910875698977423365', 'screen_name': 'aurorabutik17'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/aurorabutik17/status/1069079919609634816,,,,,,0,0,,0,0
181,1075244253335322624,1075244253335322624,1545193181000,2018-12-19,11:19:41,WIB,1075243238091419648,tiantidewi1,Tiantidewi,,@BPJSKesehatanRI Mohon informasinya mengenai peraturan baru BPJS calon bayi di bulan ini. Tks,[],"[{'id': 1075243238091419648, 'id_str': '1075243238091419648', 'screen_name': 'Tiantidewi1'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/Tiantidewi1/status/1075244253335322624,,,,,,0,0,,0,0
198,1076037371785666560,1076037371785666560,1545382275000,2018-12-21,15:51:15,WIB,250483035,putri_k_w,Putri KW,,@BPJSKesehatanRI ini benar atau hoax ya? Mohon infonya. Thank you pic.twitter.com/ciGId14vCs,[],"[{'id': 250483035, 'id_str': '250483035', 'screen_name': 'putri_k_w'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du7aRhEUYAAScgC.jpg'],3,0,0,,[],https://twitter.com/putri_k_w/status/1076037371785666560,,,,,,0,0,,0,0
221,1076257005365383168,1076103453942796290,1545434640000,2018-12-22,06:24:00,WIB,710981289885585408,susenodwi1,Suseno dwi,,Trima kasih infonya,[],"[{'id': 710981289885585408, 'id_str': '710981289885585408', 'screen_name': 'Susenodwi1'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/Susenodwi1/status/1076257005365383168,,,,,,0,0,,1,1
223,1076103453942796290,1076103453942796290,1545398031000,2018-12-21,20:13:51,WIB,710981289885585408,susenodwi1,Suseno dwi,,"@BPJSKesehatanRI bagaimana bila kita gak bisa bayar iuran tiap bulan bpjs,misal kala kita nganggur",[],"[{'id': 710981289885585408, 'id_str': '710981289885585408', 'screen_name': 'Susenodwi1'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],7,0,0,,[],https://twitter.com/Susenodwi1/status/1076103453942796290,,,,,,0,0,,0,0
231,1076254281471148032,1076254281471148032,1545433991000,2018-12-22,06:13:11,WIB,3138654690,wahyuonsunday,wahyu on sunday,,@BPJSKesehatanRI  min kalo periksa kandungan bisa pakai kartu bpjs gk? Tks,[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1076254281471148032,,,,,,0,0,,0,0
232,1070462793399201793,1070462793399201793,1544053192000,2018-12-06,06:39:52,WIB,3138654690,wahyuonsunday,wahyu on sunday,,@BPJSKesehatanRI  untuk proses peralihan dari iuran perusahaan yg sudah tdk aktif ke iuran mandiri berapa lama prosesnya sampai mendapatkan id card min? tks,[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1070462793399201793,,,,,,0,0,,0,0
233,1070214359903723520,1070200631682465792,1543993961000,2018-12-05,14:12:41,WIB,3138654690,wahyuonsunday,wahyu on sunday,,"asli atau fotocopy, soalnya jkn asli hilang.",[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1070214359903723520,,,,,,0,0,,1,1
234,1070200631682465792,1070200631682465792,1543990688000,2018-12-05,13:18:08,WIB,3138654690,wahyuonsunday,wahyu on sunday,,"@BPJSKesehatanRI  siang min mau tanya bisa gak kartu bpjs iuran perusahaan yg sudah resign 1 tahun lalu di pakai, cara aktifkan kembali nyagimana? tks",[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1070200631682465792,,,,,,0,0,,0,0
235,1069830892116336640,1069798365423009792,1543902535000,2018-12-04,12:48:55,WIB,3138654690,wahyuonsunday,wahyu on sunday,,"sy udah lapor namun prosesnya bulan depan sesuai aturan tutup buku untuk badan usaha, apakah bisa mendaptarkan istri saya lewat aplikasi jkn mobile untuk mempercepat proses . tks",[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1069830892116336640,,,,,,0,0,,1,1
236,1069819271050551296,1069798365423009792,1543899765000,2018-12-04,12:02:45,WIB,3138654690,wahyuonsunday,wahyu on sunday,,"saya iuran perusahaan ( saat ini ) , untuk istri sblumnya iuran perusahaan namun sudah tidak aktif 1 tahun lalu.",[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1069819271050551296,,,,,,0,0,,1,1
237,1069798365423009792,1069798365423009792,1543894780000,2018-12-04,10:39:40,WIB,3138654690,wahyuonsunday,wahyu on sunday,,@BPJSKesehatanRI  mohon info cara tambah anggota keluarga ( istri ) di kartu bpjs saya lewat online? tks,[],"[{'id': 3138654690, 'id_str': '3138654690', 'screen_name': 'wahyuonsunday'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/wahyuonsunday/status/1069798365423009792,,,,,,0,0,,0,0
238,1076253458280284160,1076253458280284160,1545433794000,2018-12-22,06:09:54,WIB,153735030,nannaratna,Ratna,,"Pagi min, bisa minta tolong check bpjs aktif atau tdk ? Saya dm ya min. Tks @BPJSKesehatanRI",[],"[{'id': 153735030, 'id_str': '153735030', 'screen_name': 'NannaRatna'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/NannaRatna/status/1076253458280284160,,,,,,0,0,,0,0
243,1076243480916066304,1076074622569742337,1545431416000,2018-12-22,05:30:16,WIB,971506102331351040,penikmatsenja08,Penikmat Senja,,harus berapa kali kita ke kantor cabang？antriannya menghabiskan waktu berjam2.  lalu masalahnya belum tentu selesai. dan ini sdh dialami. Apakah tidak ada cara paling mudah untuk menyelesaikan masalah ini？KK sdh ada dalam sistem jumlahnya pun jelas.,[],"[{'id': 971506102331351040, 'id_str': '971506102331351040', 'screen_name': 'Penikmatsenja08'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/Penikmatsenja08/status/1076243480916066304,,,,,,0,0,,1,1
244,1076232834304491521,1076074622569742337,1545428877000,2018-12-22,04:47:57,WIB,971506102331351040,penikmatsenja08,Penikmat Senja,,3 bulan saya belum membayar. Okto-Des. kembalikan dana saya yg 2 bulan untuk org yg tidak pernah saya tahu. Kita tidak ingin berburuk sangka. @PartaiSocmed,[],"[{'id': 971506102331351040, 'id_str': '971506102331351040', 'screen_name': 'Penikmatsenja08'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 869327120, 'id_str': '869327120', 'screen_name': 'PartaiSocmed'}]",['partaisocmed'],[],[],0,0,0,,[],https://twitter.com/Penikmatsenja08/status/1076232834304491521,,,,,,0,0,,1,1
245,1076232057548754944,1076074622569742337,1545428692000,2018-12-22,04:44:52,WIB,971506102331351040,penikmatsenja08,Penikmat Senja,,di KK kami 3 orang.tapi kenapa setiap bayar di atm mesti muncul untuk 4 orang. sdh dilaporkan sejak Juli. Agustus-September saya bayar saja mungkin masih perbaikan data. ehhh sampai tagihannya terus 4 orang. padahala di aplikasi JKN hanya 3. yang 1 ini siapa？,[],"[{'id': 971506102331351040, 'id_str': '971506102331351040', 'screen_name': 'Penikmatsenja08'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],2,0,0,,[],https://twitter.com/Penikmatsenja08/status/1076232057548754944,,,,,,0,0,,1,1
270,1076219725326110720,1076145960156225536,1545425752000,2018-12-22,03:55:52,WIB,1036864903301160960,imanuelparna,Parna Imanuel Simbolon,,"Baik.... Terimakasih atas informasihnya..... Dan kalau saya saran, tolong gambar itu di buat stempel HOAKS nya dan sebarkan ke media sosial bahwa itu hoaks, biar masyarakat tidak salah dalam hal ini",[],"[{'id': 1036864903301160960, 'id_str': '1036864903301160960', 'screen_name': 'ImanuelParna'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/ImanuelParna/status/1076219725326110720,,,,,,0,0,,1,1
271,1076145960156225536,1076145960156225536,1545408165000,2018-12-21,23:02:45,WIB,1036864903301160960,imanuelparna,Parna Imanuel Simbolon,,Hallo @BPJSKesehatanRI Saya agak binggung dengan yg ditandai merah ini? Apakah ini sebuah ancaman?? Atau apakah?? Apakah ini Hoaks??? Tolong di jelaskan.... pic.twitter.com/ldk0lR36bE,[],"[{'id': 1036864903301160960, 'id_str': '1036864903301160960', 'screen_name': 'ImanuelParna'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du89C6QVYAAl9-F.jpg'],5,1,0,,[],https://twitter.com/ImanuelParna/status/1076145960156225536,,,,,,0,0,,0,0
293,1071598173330661376,1071596860932939776,1544323888000,2018-12-09,09:51:28,WIB,1036864903301160960,imanuelparna,Parna Imanuel Simbolon,,Berarti harus ganti faskes ya?? Gk bisa digunakan langsung?,[],"[{'id': 1036864903301160960, 'id_str': '1036864903301160960', 'screen_name': 'ImanuelParna'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/ImanuelParna/status/1071598173330661376,,,,,,0,0,,1,1
294,1071596860932939776,1071596860932939776,1544323575000,2018-12-09,09:46:15,WIB,1036864903301160960,imanuelparna,Parna Imanuel Simbolon,,"Selamat pagi kak Mau nanya dong. Kalau alamat bpjs kita di cengkareng  , tapi saya saat ini saya ngekos di jakarta pusat... Apakah bpjs saya bisa saya pakai berobat ke klinik yg dekat dengan kosan saya yg di jakarta pusat? Mohon infonya kak @BPJSKesehatanRI",[],"[{'id': 1036864903301160960, 'id_str': '1036864903301160960', 'screen_name': 'ImanuelParna'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/ImanuelParna/status/1071596860932939776,,,,,,0,0,,0,0
295,1076218774594846720,1076109551399620613,1545425525000,2018-12-22,03:52:05,WIB,371101189,nitnit2208,Agustina,,Terima kasih banyak untuk informasinya min.. Nnti akan sy bantu sampaikan tmn2 yg mgkin jg dpt info2 salah spti itu. GBU,[],"[{'id': 371101189, 'id_str': '371101189', 'screen_name': 'NitNit2208'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/NitNit2208/status/1076218774594846720,,,,,,0,0,,1,1
296,1076109551399620613,1076109551399620613,1545399484000,2018-12-21,20:38:04,WIB,371101189,nitnit2208,Agustina,,"@BPJSKesehatanRI mlm min,, mohon klarifikasi apakah pemberitahuan ini resmi dr bpjs kesehatan dan pemerintah? pic.twitter.com/AwoJsB0wPu",[],"[{'id': 371101189, 'id_str': '371101189', 'screen_name': 'NitNit2208'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du8b4_CUYAAuGOq.jpg'],4,0,0,,[],https://twitter.com/NitNit2208/status/1076109551399620613,,,,,,0,0,,0,0
297,1076203268185907200,1076203268185907200,1545421828000,2018-12-22,02:50:28,WIB,910420136749756418,budihid60924726,budihidayat,,"@BPJSKesehatanRI assalamualaikum miin , mo nannya min, pengumuman seleksi PTT BPJS kemaren ,kapan yaa min ? Mohon responnya ya min , makasiih",[],"[{'id': 910420136749756418, 'id_str': '910420136749756418', 'screen_name': 'budihid60924726'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/budihid60924726/status/1076203268185907200,,,,,,0,0,,0,0
298,1076192941117337600,1076192941117337600,1545419366000,2018-12-22,02:09:26,WIB,1056200709765394432,murahalkes,Alkes Murah,,"Mohon Pencerahan @BPJSKesehatanRI , aturan rujukan yg harus di pakai peserta BPJS mandiri.Saya Priksa Di Klinik - Di Rujuk Ke RS-Trus Malah Di Rujuk Ke Puskesmas.  Klo Ke Puskesmas Ngapain Saya Bayar mahal BPJS, Sedangkan Puskesmas Hanya 5.000 Rupiah Ga Sebanding.",[],"[{'id': 1056200709765394432, 'id_str': '1056200709765394432', 'screen_name': 'MurahAlkes'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/MurahAlkes/status/1076192941117337600,,,,,,0,0,,0,0
304,1076173679803850752,1076173679803850752,1545414774000,2018-12-22,00:52:54,WIB,874912260,fajrihadiputra,NamaKosong,,"@BPJSKesehatanRI selamat malam min..  Mau tanya "", Istri saya mau berobat tapi kartu bpjsnya masih dalam proses, sebelumnya istri saya bayar mandiri sekarang ikut ke saya( suaminya) gimana caranya min ? Tks",[],"[{'id': 874912260, 'id_str': '874912260', 'screen_name': 'fajrihadiputra'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/fajrihadiputra/status/1076173679803850752,,,,,,0,0,,0,0
321,1076161831796797440,1076161831796797440,1545411949000,2018-12-22,00:05:49,WIB,269293465,haninggebu,HANI NGGEBU,,Maksudnya apa ya ?? @BPJSKesehatanRI @KemenkesRI @aniesbaswedan @Fraksi_Gerindra @RamliRizal pic.twitter.com/QM1Er03RiG,[],"[{'id': 269293465, 'id_str': '269293465', 'screen_name': 'HANINGGEBU'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 161236190, 'id_str': '161236190', 'screen_name': 'KemenkesRI'}, {'id': 110312278, 'id_str': '110312278', 'screen_name': 'aniesbaswedan'}, {'id': 2916147380, 'id_str': '2916147380', 'screen_name': 'Fraksi_Gerindra'}, {'id': 452992293, 'id_str': '452992293', 'screen_name': 'RamliRizal'}]","['bpjskesehatanri', 'kemenkesri', 'aniesbaswedan', 'fraksi_gerindra', 'ramlirizal']",[],['https://pbs.twimg.com/media/Du9LecHUUAEQFy_.jpg'],6,1,0,,[],https://twitter.com/HANINGGEBU/status/1076161831796797440,,,,,,0,0,,0,0
325,1076232930018512896,1076161156258004992,1545428900000,2018-12-22,04:48:20,WIB,204579116,hijacker76,eko andrianto,,Ke kantor cabang,[],"[{'id': 204579116, 'id_str': '204579116', 'screen_name': 'hijacker76'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/hijacker76/status/1076232930018512896,,,,,,0,0,,1,1
326,1076161156258004992,1076161156258004992,1545411788000,2018-12-22,00:03:08,WIB,204579116,hijacker76,eko andrianto,,"@BPJSKesehatanRI kartu bpjs anak saya hingga saat ini belum dikirim, pendaftaran sejak bulan september, mesti urus ke kantor cabang bpjs atau bisa via call center?",[],"[{'id': 204579116, 'id_str': '204579116', 'screen_name': 'hijacker76'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/hijacker76/status/1076161156258004992,,,,,,0,0,,0,0
329,1076158086644002817,1075948520811581441,1545411056000,2018-12-21,23:50:56,WIB,792948964169388032,dennyyap1,Denny Yap,,Terus jawaban anda di tweet ini gmn dong?kok plin  Plan sih? pic.twitter.com/J5iMUuVBQQ,[],"[{'id': 792948964169388032, 'id_str': '792948964169388032', 'screen_name': 'DennyYap1'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 998048360912187394, 'id_str': '998048360912187394', 'screen_name': 'adhet11a'}]",[],[],['https://pbs.twimg.com/media/Du9IEhfUcAIzSys.jpg'],2,0,0,,[],https://twitter.com/DennyYap1/status/1076158086644002817,,,,,,0,0,,1,1
649,1076155699422318592,1076074622569742337,1545410487000,2018-12-21,23:41:27,WIB,430467527,putrasukir,Putra.Sukir,,Ya itu.. Saya sendiri pernah ngalamin selama 14 bulan gk bayar. Karna faktor E begitu mau pakai jadinya mesti bayar sampai 997.500. Lumayan nyesek jga sih. Jadi seperti kita berhutang..,[],"[{'id': 430467527, 'id_str': '430467527', 'screen_name': 'PutraSukir'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],2,0,0,,[],https://twitter.com/PutraSukir/status/1076155699422318592,,,,,,0,0,,1,1
666,1076078580008800258,1076074622569742337,1545392100000,2018-12-21,18:35:00,WIB,430467527,putrasukir,Putra.Sukir,,Bagaimna mau otodebet.. Lha wong cuman kuli bangunan... Gak punya rekening.,[],"[{'id': 430467527, 'id_str': '430467527', 'screen_name': 'PutraSukir'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/PutraSukir/status/1076078580008800258,,,,,,0,0,,1,1
899,1076155422329860097,1075959000091377664,1545410421000,2018-12-21,23:40:21,WIB,66631335,amarezs,N.W. Ramadhan,,Ooh begitu. Terus untuk sanksi administratif seperti yg tertera apa benar? Dan apa berlaku diseluruh indonesia? Atau setiap daerah berbeda?,[],"[{'id': 66631335, 'id_str': '66631335', 'screen_name': 'amarezs'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/amarezs/status/1076155422329860097,,,,,,0,0,,1,1
900,1075959000091377664,1075959000091377664,1545363590000,2018-12-21,10:39:50,WIB,66631335,amarezs,N.W. Ramadhan,,@BPJSKesehatanRI  Mohon info apakah ini benar? pic.twitter.com/jQtdVMELRs,[],"[{'id': 66631335, 'id_str': '66631335', 'screen_name': 'amarezs'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/Du6S8jVUYAUsL32.jpg'],4,0,0,,[],https://twitter.com/amarezs/status/1075959000091377664,,,,,,0,0,,0,0
901,1076152142384119808,1075686399569850368,1545409639000,2018-12-21,23:27:19,WIB,170626832,_dheyy,Dhea Lupita Tammy,,PPOB?,[],"[{'id': 170626832, 'id_str': '170626832', 'screen_name': '_dheyy'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/_dheyy/status/1076152142384119808,,,,,,0,0,,1,1
902,1075793713161334784,1075686399569850368,1545324183000,2018-12-20,23:43:03,WIB,170626832,_dheyy,Dhea Lupita Tammy,,Boleh tau pembayaran terakhir dr mana?,[],"[{'id': 170626832, 'id_str': '170626832', 'screen_name': '_dheyy'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/_dheyy/status/1075793713161334784,,,,,,0,0,,1,1
903,1075686399569850368,1075686399569850368,1545298597000,2018-12-20,16:36:37,WIB,170626832,_dheyy,Dhea Lupita Tammy,,@BPJSKesehatanRI mau tanya no 0001258872579 apakah sudah dibayarkan melalui kantor?,[],"[{'id': 170626832, 'id_str': '170626832', 'screen_name': '_dheyy'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/_dheyy/status/1075686399569850368,,,,,,0,0,,0,0
951,1076152021923770368,1076152021923770368,1545409610000,2018-12-21,23:26:50,WIB,332130928,marlinasaras,marlinasaraswati,,"@BPJSKesehatanRI min, mau tanya.. hasil seleksi adm untuk ptt desember ini kapan ya?",[],"[{'id': 332130928, 'id_str': '332130928', 'screen_name': 'marlinasaras'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/marlinasaras/status/1076152021923770368,,,,,,0,0,,0,0
